first_number,second_number,date,how_many
157158,785556,2009,2
157158,824421,2009,2
157158,843472,2009,2
157158,857630,2009,2
157158,921541,2009,3
157158,956083,2009,2
157158,960050,2009,2
157158,1006033,2009,2
157158,1009665,2009,2
157158,1504387,2009,2
157158,2248421,2014,2
157159,659208,2007,2
157159,706151,2018,2
157159,953272,2018,2
157159,2034939,2017,2
157159,2537496,2018,2
157333,164047,2005,2
157333,174042,2005,4
157333,175753,2005,4
157333,195279,2008,4
157333,280076,2008,2
157333,326879,2005,3
157333,423089,2008,2
157333,527132,2005,2
157333,614188,2007,2
157333,640193,2005,2
157333,643914,2007,2
157333,870967,2010,2
157333,921542,2008,3
157333,935697,2010,4
157333,1542801,2008,2
157333,1568244,2010,2
157404,174043,2007,3
157404,195274,2008,3
157404,204193,2007,2
157404,241105,2010,2
157404,283823,2010,2
157404,297203,2009,2
157404,297252,2007,3
157404,317657,2009,2
157404,339592,2010,2
157404,462127,2011,3
157404,547232,2010,2
157404,614199,2016,2
157404,626567,2007,2
157404,628438,2007,2
157404,644200,2010,2
157404,645907,2010,2
157404,739768,2009,2
157404,763604,2011,2
157404,797932,2010,2
157404,899631,2010,2
157404,972778,2009,2
157404,1116799,2007,2
157404,1118780,2007,2
157404,1138697,2007,2
157418,241275,2006,2
157418,463491,2007,2
157418,779500,2009,2
157418,875162,2011,2
157418,906130,2011,2
157418,1116799,2007,2
157500,221101,2010,3
157500,758222,2015,2
157500,997933,2011,2
158549,174042,2006,2
158549,195274,2011,2
158549,235827,2005,2
158560,195274,2011,2
158560,923792,2008,2
158560,2002735,2014,2
158896,161322,2006,2
158896,1161404,2006,2
158896,1654630,2006,2
160642,1276059,2014,2
161153,166865,2008,3
161153,174042,2005,6
161153,183392,2008,3
161153,195274,2008,3
161153,195279,2008,3
161153,196993,2005,4
161153,209973,2005,2
161153,223111,2009,2
161153,232896,2009,2
161153,241105,2009,4
161153,254164,2018,3
161153,317643,2005,3
161153,318563,2005,3
161153,326879,2005,3
161153,333902,2009,2
161153,337543,2005,3
161153,339592,2009,4
161153,345225,2009,3
161153,348171,2009,2
161153,357831,2011,2
161153,383699,2009,5
161153,403176,2005,4
161153,403177,2005,2
161153,403179,2005,2
161153,403181,2005,4
161153,406590,2005,2
161153,421480,2011,2
161153,433389,2008,3
161153,433912,2005,10
161153,445362,2015,3
161153,445411,2015,3
161153,461789,2011,3
161153,483417,2009,2
161153,513441,2009,2
161153,520955,2009,2
161153,604221,2011,2
161153,612266,2009,2
161153,614274,2008,4
161153,615229,2009,3
161153,624489,2007,3
161153,626847,2009,2
161153,643884,2015,2
161153,643910,2009,4
161153,643914,2008,2
161153,644542,2009,2
161153,654517,2009,3
161153,706151,2011,3
161153,706636,2008,3
161153,778753,2018,2
161153,785556,2009,2
161153,824421,2009,2
161153,843472,2009,2
161153,857630,2009,2
161153,897010,2011,2
161153,900512,2009,2
161153,921541,2008,4
161153,930116,2007,4
161153,949900,2008,3
161153,1006033,2009,2
161153,1009665,2009,2
161153,1101585,2008,2
161153,1138697,2008,3
161153,1251170,2009,2
161153,1504387,2009,2
161153,1516737,2011,3
161153,1602257,2013,2
161153,1603622,2011,2
161153,1661689,2013,2
161153,1681311,2018,2
161153,1978489,2018,2
161153,1993954,2018,2
161153,2174974,2015,2
161153,2282187,2017,2
161153,2515642,2018,2
161318,255849,2008,2
161318,455332,2008,2
161318,527419,2008,2
161318,581939,2008,2
161318,631432,2008,3
161318,700796,2008,2
161318,700797,2008,2
161319,174042,2018,2
161319,209981,2009,2
161319,209992,2016,2
161319,254164,2007,2
161319,374861,2016,2
161319,379936,2006,3
161319,403180,2007,2
161319,433912,2007,3
161319,445362,2007,2
161319,462127,2011,2
161319,471077,2007,2
161319,513488,2007,2
161319,643910,2007,2
161319,953272,2019,2
161319,1078556,2016,3
161319,1103258,2007,2
161319,1516737,2016,2
161319,1584474,2018,2
161319,1662977,2007,2
161319,1676494,2016,2
161319,1789575,2016,2
161319,1940476,2015,2
161319,2051565,2007,2
161319,2060309,2007,2
161319,2409351,2017,2
161321,423089,2008,2
161321,603708,2007,3
161321,706611,2015,2
161321,935697,2015,2
161321,1542801,2008,2
161322,1161404,2006,2
161333,163946,2006,2
161333,196986,2005,2
161344,195274,2008,2
161344,433912,2006,3
161344,557519,2006,2
161344,739769,2010,2
161344,855202,2010,2
161344,906130,2010,2
161344,1276059,2014,2
161344,1500526,2012,3
161344,1539689,2012,3
161344,2268437,2012,2
161347,161557,2018,2
161347,255841,2011,3
161347,603708,2016,2
161347,877702,2017,2
161347,935266,2017,2
161350,195302,2008,3
161350,455332,2008,2
161350,527419,2008,2
161350,527428,2008,2
161350,539655,2008,3
161350,581939,2008,2
161350,700796,2008,2
161350,700797,2008,2
161351,241259,2008,2
161351,255432,2006,2
161351,284433,2006,2
161351,342642,2006,2
161351,372101,2006,2
161351,378093,2006,2
161351,633585,2006,2
161359,164931,2006,2
161359,166425,2008,2
161359,241105,2005,4
161359,383943,2007,3
161359,557519,2007,2
161359,567605,2006,2
161359,629730,2005,2
161361,455332,2008,2
161361,527419,2008,2
161361,581939,2008,2
161361,700796,2008,2
161361,700797,2008,2
161364,174042,2008,3
161364,204193,2008,3
161364,204195,2007,2
161364,205368,2009,2
161364,235827,2009,4
161364,241108,2014,3
161364,273919,2009,2
161364,277877,2009,4
161364,297203,2008,4
161364,315395,2016,2
161364,318563,2014,2
161364,383943,2008,4
161364,411164,2009,3
161364,423089,2008,2
161364,433912,2008,3
161364,509902,2014,2
161364,539655,2007,3
161364,567606,2009,4
161364,604221,2016,2
161364,625676,2009,2
161364,645907,2008,3
161364,651622,2008,2
161364,684829,2008,4
161364,718616,2009,2
161364,845231,2009,2
161364,857635,2008,2
161364,900512,2009,2
161364,905468,2008,2
161364,923869,2009,2
161364,953272,2016,2
161364,960050,2008,2
161364,971689,2009,2
161364,1009341,2014,3
161364,1103258,2014,2
161364,1103776,2008,2
161364,1103781,2014,3
161364,1276059,2014,2
161364,1516737,2014,3
161364,1542801,2008,2
161364,1546729,2014,2
161364,1620141,2014,2
161364,1676494,2016,2
161364,1726185,2008,2
161364,1851037,2016,2
161364,1911546,2014,2
161364,1981401,2014,3
161364,2002735,2014,3
161364,2013081,2016,3
161364,2034939,2016,2
161364,2037568,2014,2
161364,2051561,2015,2
161364,2051565,2014,3
161364,2110168,2015,2
161364,2159537,2015,2
161364,2167635,2016,2
161557,393972,2012,3
161557,455332,2008,2
161557,527419,2008,2
161557,539655,2006,3
161557,581939,2008,2
161557,700796,2008,2
161557,700797,2008,2
163411,209722,2008,2
163411,243883,2012,2
163411,423089,2010,2
163411,426861,2010,2
163411,521010,2014,2
163411,567606,2014,3
163411,1546729,2014,3
163411,1851036,2014,2
163944,163946,2006,2
163944,204195,2006,2
163946,204195,2006,2
163946,362884,2006,2
163946,403176,2009,3
163946,483417,2009,2
163946,659818,2006,2
163946,1276059,2014,2
163946,2002735,2014,2
164039,1276059,2014,2
164039,2002735,2014,2
164047,175753,2005,2
164047,462127,2018,2
164047,921542,2008,2
164047,1101585,2008,2
164047,1276059,2014,2
164047,1673474,2016,2
164408,363055,2010,2
164408,889108,2010,2
164740,433819,2007,2
164740,625245,2007,2
164740,1851036,2015,2
164740,2432153,2016,2
164760,1500526,2015,2
164764,232896,2009,2
164764,311468,2007,3
164764,333902,2009,2
164764,337543,2009,2
164764,348171,2009,2
164764,513441,2009,2
164764,520955,2009,2
164764,626847,2009,2
164764,644542,2009,2
164764,785556,2009,2
164764,824421,2009,2
164764,843472,2009,2
164764,857630,2009,2
164764,1006033,2009,2
164764,1009665,2009,2
164764,1504387,2009,2
164931,285338,2008,2
164931,310367,2005,2
164931,455332,2008,2
164931,477729,2013,2
164931,527419,2008,2
164931,567605,2006,2
164931,581939,2008,2
164931,700796,2008,2
164931,700797,2008,2
164931,1161274,2013,2
164931,1636196,2019,2
164932,209981,2007,3
164932,273919,2006,2
164932,374861,2012,2
165574,232896,2009,2
165574,333902,2009,2
165574,337543,2009,2
165574,348171,2009,2
165574,513441,2009,2
165574,520955,2009,2
165574,626847,2009,2
165574,644542,2009,2
165574,750330,2006,2
165574,785556,2009,2
165574,824421,2009,3
165574,843472,2009,2
165574,858571,2008,4
165574,1006033,2009,2
165574,1009665,2009,2
165574,1504387,2009,2
166425,195274,2011,3
166425,196993,2005,3
166425,209981,2005,3
166425,291831,2005,2
166425,329941,2018,2
166425,418309,2005,3
166425,455332,2008,2
166425,462127,2006,3
166425,527419,2008,2
166425,581939,2008,2
166425,700796,2008,2
166425,855202,2019,2
166865,174042,2008,5
166865,195274,2015,3
166865,196993,2008,3
166865,252135,2014,2
166865,297203,2007,4
166865,374861,2007,5
166865,383943,2007,4
166865,402078,2011,2
166865,403181,2008,2
166865,423089,2008,2
166865,433912,2008,3
166865,471077,2013,2
166865,556769,2007,3
166865,614188,2007,2
166865,643914,2007,2
166865,797932,2007,2
166865,949900,2008,3
166865,1078556,2012,3
166865,1276059,2014,3
166865,1516737,2011,3
166865,2002735,2014,2
167593,174043,2018,2
167593,282401,2018,2
167593,297149,2018,2
167593,342568,2018,2
167593,522231,2018,2
167593,550825,2018,2
167593,611316,2018,2
167593,631432,2012,3
167593,777264,2018,2
167593,844474,2018,2
167593,847675,2018,2
167593,1009341,2018,2
167593,1259099,2018,2
167593,1505115,2018,2
167593,1584736,2018,2
167593,1592394,2018,2
167593,1618735,2018,2
167593,1773420,2018,2
167593,1978645,2018,2
167593,2051936,2018,2
167593,2247190,2018,2
167593,2255785,2018,2
167593,2255789,2018,2
167593,2520602,2018,2
167593,2594003,2018,2
169601,393972,2010,2
170084,204193,2010,2
170084,391347,2010,2
170084,462127,2010,2
170084,513488,2005,2
170084,614174,2007,2
170084,2002406,2015,2
170327,209722,2009,2
170327,627935,2006,2
170327,643884,2009,2
170327,1911546,2014,2
170327,1981401,2016,2
170332,195279,2007,3
170332,204195,2007,2
170332,232896,2009,2
170332,315395,2016,2
170332,333902,2009,2
170332,337543,2009,2
170332,339592,2009,3
170332,348171,2009,2
170332,513441,2009,2
170332,520955,2009,2
170332,604221,2011,3
170332,626847,2009,2
170332,644542,2009,2
170332,785556,2009,2
170332,824421,2009,2
170332,843472,2009,2
170332,1006033,2009,2
170332,1009665,2009,2
170332,1504387,2009,2
173009,463491,2007,2
174042,179719,2009,2
174042,183392,2007,3
174042,187074,2008,4
174042,188236,2008,4
174042,195274,2008,3
174042,195277,2009,3
174042,196993,2005,7
174042,204194,2008,5
174042,204196,2008,3
174042,209722,2012,2
174042,209724,2007,2
174042,209981,2008,4
174042,209992,2010,3
174042,229623,2005,2
174042,235135,2006,2
174042,237005,2008,6
174042,241108,2005,7
174042,243888,2006,4
174042,252861,2006,2
174042,253610,2006,2
174042,254164,2010,4
174042,255835,2007,6
174042,255893,2006,2
174042,276518,2008,2
174042,280076,2008,2
174042,283823,2008,2
174042,297203,2008,6
174042,300254,2008,3
174042,317629,2009,2
174042,317637,2011,2
174042,317643,2009,2
174042,317652,2009,3
174042,318562,2013,2
174042,318563,2005,2
174042,326879,2005,8
174042,337543,2005,2
174042,345225,2008,3
174042,357831,2010,3
174042,379936,2005,6
174042,383699,2009,4
174042,383943,2008,6
174042,389032,2008,4
174042,393972,2005,5
174042,399950,2010,2
174042,403180,2013,3
174042,403181,2008,3
174042,406590,2005,3
174042,411164,2009,4
174042,421498,2015,2
174042,423089,2008,2
174042,423090,2006,4
174042,423696,2009,3
174042,426869,2009,2
174042,433912,2005,5
174042,438022,2009,4
174042,442105,2008,2
174042,445362,2018,3
174042,445411,2012,2
174042,455341,2018,2
174042,462127,2011,4
174042,464124,2008,4
174042,464125,2009,2
174042,465222,2006,3
174042,471077,2013,2
174042,480227,2009,4
174042,481708,2009,2
174042,492556,2009,3
174042,495490,2011,2
174042,498551,2011,2
174042,516766,2015,2
174042,527220,2009,2
174042,527268,2009,2
174042,527428,2009,2
174042,539655,2006,4
174042,547232,2009,2
174042,556769,2006,5
174042,564942,2005,4
174042,591770,2008,2
174042,592280,2008,3
174042,592863,2008,3
174042,597253,2009,7
174042,604221,2008,2
174042,608497,2016,2
174042,610374,2008,2
174042,612266,2008,3
174042,614274,2008,5
174042,619725,2007,2
174042,627935,2009,2
174042,643914,2012,2
174042,652375,2009,2
174042,674382,2012,2
174042,684829,2006,4
174042,697324,2009,5
174042,725082,2008,3
174042,739768,2007,4
174042,778753,2012,2
174042,797932,2009,4
174042,810790,2013,4
174042,821499,2010,2
174042,860263,2008,2
174042,878300,2010,3
174042,887791,2015,3
174042,897010,2009,4
174042,900512,2010,2
174042,905468,2008,2
174042,921541,2008,3
174042,946054,2008,5
174042,956083,2009,2
174042,1009341,2013,5
174042,1078556,2010,5
174042,1103781,2011,4
174042,1111085,2008,4
174042,1223711,2010,2
174042,1234504,2012,2
174042,1237901,2005,2
174042,1248091,2009,2
174042,1512760,2015,2
174042,1516737,2011,4
174042,1537880,2010,2
174042,1551572,2015,2
174042,1554127,2013,2
174042,1584351,2012,2
174042,1584474,2012,2
174042,1603319,2016,2
174042,1658621,2015,2
174042,1661689,2012,2
174042,1673087,2015,2
174042,1705081,2013,3
174042,1726185,2008,2
174042,1794406,2011,2
174042,1851036,2015,4
174042,1851037,2016,2
174042,1928041,2013,3
174042,2002606,2015,2
174042,2034939,2015,3
174042,2037563,2016,4
174042,2052781,2016,3
174042,2159537,2014,2
174042,2420294,2019,2
174042,2709711,2019,2
174043,195274,2008,3
174043,196986,2018,3
174043,196993,2011,4
174043,207625,2016,2
174043,209981,2007,6
174043,241108,2016,3
174043,282401,2018,3
174043,297149,2018,3
174043,304634,2006,6
174043,383943,2007,5
174043,423090,2009,3
174043,477729,2016,2
174043,550825,2018,2
174043,564942,2009,2
174043,574205,2007,3
174043,603708,2007,3
174043,611316,2007,4
174043,631432,2009,6
174043,777264,2018,2
174043,782855,2007,2
174043,797932,2009,4
174043,820248,2010,2
174043,844474,2018,2
174043,847675,2018,2
174043,1009341,2016,3
174043,1101585,2007,2
174043,1116799,2007,2
174043,1132598,2010,2
174043,1138697,2007,2
174043,1276059,2014,3
174043,1505115,2018,2
174043,1549241,2010,2
174043,1592394,2018,2
174043,1618735,2018,2
174043,1623852,2016,2
174043,1773420,2018,3
174043,1857984,2016,2
174043,1903430,2016,2
174043,1911546,2017,2
174043,1978489,2007,2
174043,1978645,2018,2
174043,2051936,2018,2
174043,2159537,2016,2
174043,2247190,2018,2
174043,2255785,2018,2
174043,2266239,2016,2
174043,2399205,2016,2
174043,2520602,2018,2
174043,2594003,2018,3
174043,2616941,2018,2
174047,254164,2009,2
174047,270871,2009,3
174047,317618,2009,2
174047,317619,2009,2
174047,377413,2009,2
174047,629604,2009,3
174047,629836,2009,2
174047,873014,2009,2
174047,2030707,2015,2
174082,243888,2005,2
174082,383943,2005,2
174082,399935,2005,2
175490,255841,2012,4
175490,283827,2011,2
175490,1592394,2014,2
175753,196993,2005,3
175753,207628,2008,2
175753,223111,2009,2
175753,243883,2005,2
175753,283823,2008,2
175753,317643,2005,2
175753,381701,2005,2
175753,381717,2005,2
175753,464475,2005,2
175753,480227,2009,2
175753,610691,2009,2
175753,1101585,2008,2
176867,255841,2008,3
177220,374861,2016,2
177220,949900,2016,2
177653,585826,2009,2
178744,474050,2010,2
178745,474050,2010,2
179719,195277,2005,2
179719,207528,2005,3
179719,209981,2005,3
179719,232889,2009,2
179719,243888,2005,2
179719,250809,2005,2
179719,345225,2005,2
179719,346000,2005,2
179719,392850,2008,2
179719,405958,2005,2
179719,406129,2005,2
179719,406303,2005,4
179719,411164,2009,2
179719,418309,2005,2
179719,433912,2009,2
179719,492556,2005,3
179719,495490,2008,2
179719,527419,2005,3
179719,697324,2009,2
180291,393972,2012,2
181228,267565,2007,2
181228,317621,2007,2
181228,342169,2014,2
181228,390967,2006,2
181228,628438,2007,2
181228,1040077,2012,2
181230,644200,2016,2
181230,1978489,2016,2
181231,585826,2009,2
183388,295421,2007,2
183388,345225,2005,2
183388,433389,2005,2
183388,492556,2005,2
183392,196993,2008,3
183392,204193,2008,4
183392,207628,2008,2
183392,221101,2009,3
183392,223111,2009,2
183392,241105,2009,3
183392,241108,2014,3
183392,242759,2010,2
183392,283823,2008,2
183392,329941,2009,2
183392,330992,2009,2
183392,383699,2009,3
183392,403181,2008,2
183392,411164,2009,3
183392,433912,2008,4
183392,464124,2009,6
183392,464409,2010,3
183392,483417,2009,2
183392,509902,2016,2
183392,527220,2009,2
183392,547232,2009,3
183392,547249,2008,2
183392,564942,2010,2
183392,603708,2007,3
183392,604744,2014,3
183392,610712,2011,2
183392,614199,2014,2
183392,614274,2008,3
183392,629836,2008,5
183392,643884,2010,2
183392,644200,2010,2
183392,645907,2008,3
183392,706636,2008,4
183392,726169,2010,2
183392,783831,2009,2
183392,820248,2018,2
183392,869975,2014,2
183392,900512,2014,2
183392,949900,2008,4
183392,1103258,2014,2
183392,1116799,2008,2
183392,1138697,2008,2
183392,1251170,2009,2
183392,1512760,2019,2
183392,2034939,2017,2
183392,2202013,2017,2
184880,654517,2008,2
187074,195274,2008,3
187074,209981,2011,3
187074,276518,2008,2
187074,442105,2008,2
187074,547232,2009,2
187074,591770,2008,2
187074,592280,2008,2
187074,597253,2008,3
187074,604221,2008,3
187074,610374,2008,2
187074,652377,2008,2
187074,725082,2008,3
187074,860263,2008,2
187074,946054,2008,2
187074,1276059,2014,2
187074,1940476,2015,3
188236,196993,2008,4
188236,237005,2008,5
188236,241108,2005,4
188236,280076,2008,2
188236,363055,2010,2
188236,383699,2015,3
188236,403181,2008,2
188236,406590,2013,2
188236,431408,2010,2
188236,433912,2005,5
188236,462127,2011,3
188236,513488,2018,2
188236,595229,2006,3
188236,629836,2008,4
188236,661127,2018,3
188236,706636,2008,3
188236,778753,2010,2
188236,820248,2014,2
188236,887791,2014,2
188236,905468,2008,2
188236,921542,2008,3
188236,948371,2018,3
188236,990165,2012,2
188236,1101585,2008,2
188236,1138697,2008,2
188236,1259111,2018,2
188236,1276059,2014,3
188236,1276059,2014,4
188236,1516737,2013,2
188236,1583338,2012,2
188236,1661689,2013,5
188236,1676494,2014,2
188236,1903179,2013,2
188236,1947100,2016,2
188236,2002735,2014,2
188236,2013081,2016,2
188236,2034939,2016,3
188236,2051561,2018,2
188236,2159537,2016,2
188236,2192408,2015,2
188236,2415399,2016,2
188236,2589779,2016,2
189457,627881,2010,2
189457,1940476,2015,2
191206,243221,2012,2
191206,253606,2010,2
191206,604221,2013,2
191206,1138294,2013,2
191206,1551572,2012,2
194527,297149,2011,2
194527,537297,2006,2
194527,619427,2011,2
194527,930116,2007,3
194527,1083766,2011,2
195274,196992,2008,3
195274,196993,2015,5
195274,204193,2008,3
195274,204873,2008,3
195274,209981,2008,3
195274,216072,2008,2
195274,232896,2008,2
195274,235809,2007,2
195274,241108,2014,4
195274,241114,2017,2
195274,243555,2011,3
195274,243855,2015,2
195274,246561,2008,2
195274,255835,2008,3
195274,255849,2016,2
195274,255854,2011,2
195274,258856,2008,3
195274,270125,2008,2
195274,273919,2008,2
195274,283864,2007,5
195274,285356,2015,3
195274,291558,2016,2
195274,304634,2008,5
195274,333553,2008,2
195274,345226,2017,2
195274,352230,2015,2
195274,374280,2015,3
195274,374861,2015,3
195274,381715,2011,2
195274,383699,2015,3
195274,391347,2016,2
195274,406590,2008,2
195274,423090,2008,3
195274,464124,2011,4
195274,466674,2015,2
195274,480227,2015,2
195274,481855,2011,2
195274,483418,2011,2
195274,493495,2014,3
195274,513443,2008,2
195274,513489,2008,2
195274,520960,2008,2
195274,520963,2011,2
195274,527220,2017,2
195274,527428,2011,2
195274,539655,2008,5
195274,547232,2008,5
195274,597251,2011,2
195274,601748,2008,2
195274,604744,2008,3
195274,613229,2011,2
195274,620192,2018,2
195274,624489,2017,2
195274,625245,2011,2
195274,626567,2008,3
195274,627347,2015,2
195274,633585,2015,2
195274,635705,2008,2
195274,643529,2017,2
195274,644200,2011,2
195274,652377,2008,2
195274,725083,2007,3
195274,732260,2011,2
195274,782855,2016,3
195274,783831,2011,2
195274,797932,2008,2
195274,813442,2015,2
195274,820169,2011,2
195274,847675,2008,2
195274,864640,2014,2
195274,872411,2008,2
195274,875162,2016,2
195274,898277,2016,2
195274,900919,2016,2
195274,911800,2016,2
195274,920102,2014,5
195274,949900,2015,4
195274,1005290,2011,2
195274,1025650,2015,2
195274,1100397,2017,3
195274,1103258,2015,3
195274,1145264,2011,2
195274,1223587,2017,3
195274,1223711,2015,2
195274,1516737,2016,2
195274,1551572,2018,3
195274,1570944,2016,2
195274,1590283,2011,2
195274,1623852,2015,2
195274,1653012,2015,2
195274,1676494,2015,2
195274,1705081,2011,7
195274,1730903,2015,4
195274,1830736,2011,2
195274,1868888,2011,3
195274,1883971,2011,2
195274,1915961,2016,2
195274,1978489,2016,4
195274,2034939,2016,2
195274,2059509,2017,2
195274,2323385,2018,2
195274,2432153,2019,2
195274,2589779,2016,2
195275,1628049,2017,2
195275,1639672,2017,2
195275,1979505,2017,2
195277,195302,2011,2
195277,196993,2011,2
195277,207501,2005,2
195277,250809,2005,2
195277,254164,2010,2
195277,300254,2010,2
195277,406129,2005,2
195277,492556,2005,3
195277,783831,2010,2
195277,840626,2016,3
195277,1229757,2011,2
195277,1265772,2011,2
195277,2030707,2016,2
195279,204193,2008,4
195279,207628,2008,2
195279,232896,2009,2
195279,241105,2009,3
195279,287093,2015,2
195279,291556,2006,2
195279,292887,2006,2
195279,318562,2008,2
195279,333902,2009,2
195279,337543,2009,2
195279,348171,2009,2
195279,418309,2008,3
195279,433912,2008,3
195279,455332,2008,2
195279,513441,2009,2
195279,520955,2009,2
195279,527419,2008,2
195279,539655,2008,4
195279,581939,2008,2
195279,612266,2015,2
195279,614274,2008,3
195279,626847,2009,2
195279,629836,2007,3
195279,631432,2007,4
195279,643910,2009,3
195279,644542,2009,2
195279,650792,2006,2
195279,700796,2008,2
195279,700797,2008,2
195279,785556,2009,2
195279,800793,2015,2
195279,824421,2009,3
195279,843472,2009,2
195279,858571,2009,3
195279,921541,2008,4
195279,923141,2015,2
195279,930116,2007,4
195279,953272,2006,2
195279,1006033,2009,2
195279,1009665,2009,2
195279,1262135,2017,2
195279,1504387,2009,2
195279,1542801,2008,2
195279,1655321,2018,2
195284,1109510,2014,3
195302,207528,2008,2
195302,243883,2015,2
195302,283864,2011,3
195302,285338,2008,2
195302,290819,2015,2
195302,293883,2015,2
195302,405958,2011,2
195302,418309,2008,4
195302,455332,2008,2
195302,463491,2015,2
195302,477729,2015,2
195302,527419,2008,2
195302,581939,2008,2
195302,700796,2008,2
195302,700797,2008,2
195302,781453,2015,2
195302,784507,2015,2
195302,800793,2015,2
195302,887797,2015,2
195302,906132,2008,2
195302,923137,2015,2
195302,923869,2011,2
195302,930116,2007,3
195302,935697,2011,2
195302,1189419,2015,2
195302,1243094,2015,2
195302,1265772,2011,3
195302,1906997,2015,2
195303,264354,2006,2
195305,205368,2013,2
195305,545324,2011,2
195305,615503,2011,3
195325,256738,2012,3
195415,603708,2007,2
196603,232896,2009,2
196603,333902,2009,2
196603,337543,2009,2
196603,348171,2009,2
196603,465222,2009,3
196603,513441,2009,2
196603,520955,2009,2
196603,626847,2009,2
196603,644542,2009,2
196603,785556,2009,2
196603,824421,2009,2
196603,843472,2009,2
196603,1006033,2009,2
196603,1009665,2009,2
196603,1504387,2009,2
196986,204196,2005,4
196986,207628,2005,2
196986,229620,2016,3
196986,243880,2019,4
196986,255849,2005,5
196986,256355,2015,2
196986,270349,2005,2
196986,282401,2016,9
196986,283825,2005,2
196986,295420,2014,2
196986,297149,2018,3
196986,342568,2017,6
196986,377412,2013,4
196986,498552,2014,2
196986,520960,2011,16
196986,527220,2017,2
196986,527419,2016,2
196986,527439,2016,2
196986,550825,2018,2
196986,576795,2007,2
196986,602627,2007,2
196986,611316,2018,3
196986,612266,2007,2
196986,613928,2007,2
196986,624840,2017,2
196986,628438,2007,2
196986,631432,2014,7
196986,643914,2005,2
196986,657081,2012,4
196986,659228,2017,2
196986,703624,2005,2
196986,725082,2005,3
196986,777264,2018,2
196986,820169,2019,2
196986,839899,2005,2
196986,844474,2018,2
196986,847675,2018,2
196986,858787,2014,3
196986,895816,2010,4
196986,899631,2016,3
196986,973966,2014,2
196986,1009341,2016,5
196986,1073543,2017,2
196986,1081124,2015,2
196986,1259099,2016,8
196986,1306148,2016,3
196986,1505115,2018,2
196986,1584736,2012,13
196986,1590283,2016,2
196986,1592394,2014,6
196986,1615203,2011,3
196986,1618735,2018,2
196986,1636132,2017,2
196986,1636433,2016,3
196986,1654630,2005,3
196986,1754828,2019,3
196986,1773420,2018,3
196986,1795247,2011,3
196986,1815692,2017,2
196986,1836653,2017,2
196986,1841641,2019,2
196986,1872897,2019,2
196986,1934309,2015,4
196986,1978645,2018,3
196986,2051936,2018,3
196986,2059528,2019,2
196986,2137117,2019,2
196986,2148784,2017,3
196986,2163965,2014,2
196986,2163977,2014,3
196986,2166888,2017,2
196986,2200423,2019,2
196986,2247190,2018,2
196986,2255551,2015,2
196986,2255785,2015,6
196986,2255789,2015,9
196986,2378248,2018,2
196986,2409357,2016,3
196986,2417482,2017,2
196986,2435944,2016,2
196986,2436678,2018,4
196986,2520602,2017,4
196986,2556151,2017,2
196986,2594003,2018,3
196986,2651111,2018,5
196992,196993,2005,3
196992,207528,2005,3
196992,241108,2013,4
196992,243883,2005,2
196992,285338,2013,2
196992,547232,2011,2
196992,624489,2013,2
196992,1506731,2012,2
196992,2135589,2014,2
196993,207465,2005,2
196993,207628,2006,2
196993,209973,2005,2
196993,232882,2005,2
196993,237005,2006,3
196993,241105,2005,3
196993,241108,2005,4
196993,255835,2009,3
196993,280076,2008,3
196993,285338,2016,3
196993,297203,2005,6
196993,300254,2005,3
196993,317619,2005,2
196993,317621,2005,2
196993,317623,2005,3
196993,317629,2005,2
196993,317643,2005,2
196993,317652,2005,3
196993,357831,2005,2
196993,374861,2005,4
196993,379685,2018,2
196993,379936,2005,3
196993,392850,2009,2
196993,393972,2005,6
196993,403176,2016,3
196993,403181,2008,2
196993,406590,2005,4
196993,423089,2008,2
196993,423090,2014,4
196993,423696,2009,2
196993,426869,2009,2
196993,464124,2007,4
196993,471077,2013,2
196993,480227,2017,2
196993,509903,2007,3
196993,527268,2009,2
196993,539654,2016,2
196993,539655,2012,4
196993,556769,2008,3
196993,597253,2009,3
196993,603708,2007,3
196993,613928,2009,2
196993,615737,2009,3
196993,620192,2018,2
196993,622586,2009,2
196993,622592,2007,2
196993,624489,2013,4
196993,627935,2007,2
196993,631432,2008,5
196993,684829,2008,3
196993,697324,2009,4
196993,706611,2016,2
196993,706636,2008,3
196993,739768,2008,3
196993,778753,2018,2
196993,782855,2016,3
196993,810790,2016,2
196993,855202,2011,2
196993,875162,2016,3
196993,875700,2009,2
196993,911800,2016,2
196993,921541,2008,3
196993,930116,2007,3
196993,948371,2014,3
196993,953272,2017,2
196993,956083,2009,3
196993,1100397,2017,2
196993,1103776,2008,2
196993,1111085,2008,3
196993,1116799,2008,2
196993,1208660,2009,2
196993,1225027,2008,4
196993,1229757,2009,3
196993,1259099,2018,3
196993,1276059,2014,2
196993,1512760,2017,2
196993,1516737,2013,3
196993,1540097,2015,2
196993,1551572,2016,2
196993,1602257,2017,2
196993,1636126,2017,2
196993,1705081,2016,5
196993,1726185,2008,2
196993,1817723,2016,2
196993,1860759,2014,2
196993,1981401,2016,2
196993,2013081,2016,3
196993,2034939,2016,3
196993,2262749,2014,2
196993,2276455,2016,2
196993,2415399,2016,2
196993,2492170,2014,2
203739,897157,2012,2
203739,1547778,2012,2
203739,1681350,2012,2
203739,2036627,2012,2
203739,2107951,2012,2
203739,2107952,2012,2
203739,2110168,2012,2
