name;link;number
 Anna Sieniawska ;/person/Anna+Sieniawska-85012;85012
 Jacek Sut ;/person/Jacek+Sut-473671;473671
 Magdalena Zając ;/person/Magdalena+Zaj%C4%85c-391838;391838
 Agnieszka Roszkowska ;/person/Agnieszka+Roszkowska-260981;260981
 Kamil Studnicki ;/person/Kamil+Studnicki-2282187;2282187
 Loda Halama ;/person/Loda+Halama-64208;64208
 Jan Ołdakowski ;/person/Jan+O%C5%82dakowski-1526553;1526553
 Michał Listkiewicz ;/person/Micha%C5%82+Listkiewicz-231994;231994
 Tomasz Dutkiewicz ;/person/Tomasz+Dutkiewicz-86380;86380
 Paweł Dobek ;/person/Pawe%C5%82+Dobek-2059509;2059509
 Aleksander Dembski ;/person/Aleksander+Dembski-471932;471932
 Monika Markiewicz ;/person/Monika+Markiewicz-345226;345226
 Krzysztof Ignaczak ;/person/Krzysztof+Ignaczak-2127989;2127989
 Grzegorz Młudzik ;/person/Grzegorz+M%C5%82udzik-276262;276262
 Włodzimierz Korcz ;/person/W%C5%82odzimierz+Korcz-63161;63161
 Euzebiusz Luberadzki ;/person/Euzebiusz+Luberadzki-362860;362860
 Adam Walicki ;/person/Adam+Walicki-437557;437557
 Lukasz Pawel Buda ;/person/Lukasz+Pawel+Buda-1547399;1547399
 Marta Kumik ;/person/Marta+Kumik-589594;589594
 Maria Tyszkiewicz ;/person/Maria+Tyszkiewicz-2406475;2406475
 Janusz Panasewicz ;/person/Janusz+Panasewicz-6011;6011
 Lucjana Bracka ;/person/Lucjana+Bracka-49112;49112
 Krzysztof Tusiewicz ;/person/Krzysztof+Tusiewicz-12802;12802
 Magdalena Chowańska ;/person/Magdalena+Chowa%C5%84ska-1782739;1782739
 Józef Robakowski ;/person/J%C3%B3zef+Robakowski-74182;74182
 Kajetan Wolniewicz ;/person/Kajetan+Wolniewicz-377413;377413
 Kazimierz Dębicki ;/person/Kazimierz+D%C4%99bicki-48981;48981
 Andrzej Dziurawiec ;/person/Andrzej+Dziurawiec-62033;62033
 Sam Spiegel I ;/person/Sam+Spiegel-70918;70918
 Łukasz Choroń ;/person/%C5%81ukasz+Choro%C5%84-1577021;1577021
 Jacek Lachowicz ;/person/Jacek+Lachowicz-393389;393389
 Danuta Balicka ;/person/Danuta+Balicka-47338;47338
 Rafał Michalski ;/person/Rafa%C5%82+Michalski-109548;109548
 Aleksandra Bożek ;/person/Aleksandra+Bo%C5%BCek-266601;266601
 Władysław Staszewski ;/person/W%C5%82adys%C5%82aw+Staszewski-48620;48620
 Michał Malitowski ;/person/Micha%C5%82+Malitowski-2067093;2067093
 Anna Niemira ;/person/Anna+Niemira-93472;93472
 Krystyna Loska ;/person/Krystyna+Loska-238160;238160
 Marek Niedźwiecki ;/person/Marek+Nied%C5%BAwiecki-1305671;1305671
 Katarzyna Skoniecka ;/person/Katarzyna+Skoniecka-509889;509889
 Tola Szlagowska ;/person/Tola+Szlagowska-813871;813871
 Marek Grabie ;/person/Marek+Grabie-1278664;1278664
 Anna Gigiel ;/person/Anna+Gigiel-847677;847677
 Zbigniew Domagalski ;/person/Zbigniew+Domagalski-90468;90468
 Andrzej Kozłowski ;/person/Andrzej+Koz%C5%82owski-150899;150899
 Mateusz Głowacki ;/person/Mateusz+G%C5%82owacki-1502583;1502583
 Andrzej Gołota ;/person/Andrzej+Go%C5%82ota-892066;892066
 Elżbieta Kilarska ;/person/El%C5%BCbieta+Kilarska-60175;60175
 Jakub Badach ;/person/Jakub+Badach-812141;812141
 Maciej Sieradzky ;/person/Maciej+Sieradzky-2396633;2396633
 Magdalena Wleklik ;/person/Magdalena+Wleklik-1044043;1044043
 Magdalena Godlewska ;/person/Magdalena+Godlewska-1532901;1532901
 Włodzimierz Saar ;/person/W%C5%82odzimierz+Saar-61118;61118
 Kamil Szklany ;/person/Kamil+Szklany-2549191;2549191
 Anna Gryszkówna ;/person/Anna+Gryszk%C3%B3wna-545332;545332
 Anita Dymszówna ;/person/Anita+Dymsz%C3%B3wna-49745;49745
 Angelika Kujawiak ;/person/Angelika+Kujawiak-726185;726185
 Iwona Ziułkowska-Okapiec ;/person/Iwona+Ziu%C5%82kowska+Okapiec-81721;81721
 Łukasz Kasprzykowski ;/person/%C5%81ukasz+Kasprzykowski-610499;610499
 Izabella Cywińska ;/person/Izabella+Cywi%C5%84ska-58222;58222
 Rafał Bryndal ;/person/Rafa%C5%82+Bryndal-623490;623490
 Maciej Buczek ;/person/Maciej+Buczek-138207;138207
 Oliwia Dąbrowska ;/person/Oliwia+D%C4%85browska-247199;247199
 Hubert Gotkowski ;/person/Hubert+Gotkowski-501329;501329
 Jacek Kaczmarski ;/person/Jacek+Kaczmarski-84050;84050
 Hanna Rogowska ;/person/Hanna+Rogowska-827706;827706
 Jula II ;/person/Jula-2480914;2480914
 Sławomir Cenckiewicz ;/person/S%C5%82awomir+Cenckiewicz-898869;898869
 Jacek Kurski ;/person/Jacek+Kurski-461415;461415
 Etl Szyc ;/person/Etl+Szyc-243221;243221
 Beata Bandurska ;/person/Beata+Bandurska-7099;7099
 Rahim V ;/person/Rahim-986573;986573
 Mariusz Treliński ;/person/Mariusz+Treli%C5%84ski-465;465
 Jacek Kasprzycki ;/person/Jacek+Kasprzycki-86051;86051
 Marian Kołodziej ;/person/Marian+Ko%C5%82odziej-83873;83873
 Juliusz Gardan ;/person/Juliusz+Gardan-64166;64166
 Joanna Kostusiewicz ;/person/Joanna+Kostusiewicz-50816;50816
 Julia Kerner ;/person/Julia+Kerner-613518;613518
 Elżbieta Gorzycka ;/person/El%C5%BCbieta+Gorzycka-54986;54986
 Barbara Dzido-Lelińska ;/person/Barbara+Dzido+Leli%C5%84ska-52569;52569
 Piotr Pytlakowski ;/person/Piotr+Pytlakowski-195415;195415
 Halina Śmiela-Jacobson ;/person/Halina+%C5%9Amiela+Jacobson-63565;63565
 Andrzej Rozmus I ;/person/Andrzej+Rozmus-317621;317621
 Tomasz Jachimek ;/person/Tomasz+Jachimek-421516;421516
 Kordian Kądziela ;/person/Kordian+K%C4%85dziela-1776052;1776052
 Adrian Brząkała ;/person/Adrian+Brz%C4%85ka%C5%82a-1974545;1974545
 Karina Kleszczewska ;/person/Karina+Kleszczewska-130289;130289
 Jakub Wons ;/person/Jakub+Wons-860324;860324
 Barbara Stesłowicz ;/person/Barbara+Stes%C5%82owicz-63169;63169
 Jan Janczewski ;/person/Jan+Janczewski-12757;12757
 Agnieszka Popkiewicz ;/person/Agnieszka+Popkiewicz-317637;317637
 Waldemar Kotas ;/person/Waldemar+Kotas-335362;335362
 Marcin Solarz ;/person/Marcin+Solarz-585826;585826
 Anna Janocha ;/person/Anna+Janocha-621789;621789
 Józef Dietl ;/person/J%C3%B3zef+Dietl-117326;117326
 Kazimierz Brandys ;/person/Kazimierz+Brandys-49580;49580
 Paweł Trybała ;/person/Pawe%C5%82+Tryba%C5%82a-2396049;2396049
 Kamila Szczawińska ;/person/Kamila+Szczawi%C5%84ska-2224139;2224139
 Michał Krzywicki ;/person/Micha%C5%82+Krzywicki-1750258;1750258
 Izabela Zwierzyńska ;/person/Izabela+Zwierzy%C5%84ska-878380;878380
 Olimpia Ajakaiye ;/person/Olimpia+Ajakaiye-74389;74389
 Franciszek Utko ;/person/Franciszek+Utko-552588;552588
 Jerzy Skoczylas ;/person/Jerzy+Skoczylas-87757;87757
 Jacek Skalski ;/person/Jacek+Skalski-45917;45917
 Andrzej Trzos-Rastawiecki ;/person/Andrzej+Trzos+Rastawiecki-59490;59490
 Remigiusz Wierzgoń ;/person/Remigiusz+Wierzgo%C5%84-2530070;2530070
 Sebastian Karpiel-Bułecka ;/person/Sebastian+Karpiel+Bu%C5%82ecka-247461;247461
 Paweł Kowalski ;/person/Pawe%C5%82+Kowalski-60012;60012
 Jarosław Tyrański ;/person/Jaros%C5%82aw+Tyra%C5%84ski-152897;152897
 Wojciech Jagielski ;/person/Wojciech+Jagielski-52538;52538
 Krystyna Sznerr ;/person/Krystyna+Sznerr-253516;253516
 Grzegorz Roman ;/person/Grzegorz+Roman-49617;49617
 Leokadia Pancewiczowa ;/person/Leokadia+Pancewiczowa-86796;86796
 Janusz Rewers ;/person/Janusz+Rewers-129372;129372
 Eugen Schüfftan ;/person/Eugen+Sch%C3%BCfftan-46545;46545
 Charles Denner ;/person/Charles+Denner-70470;70470
 Paweł Baldy ;/person/Pawe%C5%82+Baldy-130732;130732
 Alicja Zommer ;/person/Alicja+Zommer-59391;59391
 Marcin Rudowski ;/person/Marcin+Rudowski-136128;136128
 Maria Szafirska ;/person/Maria+Szafirska-2131056;2131056
 Krzysztof Nowakowski IV ;/person/Krzysztof+Nowakowski-2356482;2356482
 Maria Olejniczak ;/person/Maria+Olejniczak-510891;510891
 Ewa Pięta ;/person/Ewa+Pi%C4%99ta-283631;283631
 Jerzy Owoc ;/person/Jerzy+Owoc-84837;84837
 Beata Dzianowicz ;/person/Beata+Dzianowicz-106638;106638
 Leszek Korusiewicz ;/person/Leszek+Korusiewicz-1040696;1040696
 Maciej Miecznikowski ;/person/Maciej+Miecznikowski-635716;635716
 Michał Jaskulski ;/person/Micha%C5%82+Jaskulski-930861;930861
 Grzegorz Gołaszewski I ;/person/Grzegorz+Go%C5%82aszewski-513441;513441
 Anna Rusiecka ;/person/Anna+Rusiecka-614186;614186
 Marta Prus ;/person/Marta+Prus-1578598;1578598
 Matylda Podfilipska ;/person/Matylda+Podfilipska-291558;291558
 Beno Otręba ;/person/Beno+Otr%C4%99ba-266275;266275
 Anna Głogowska ;/person/Anna+G%C5%82ogowska-942541;942541
 Nina Terentiew ;/person/Nina+Terentiew-343212;343212
 Bohdan Wróblewski ;/person/Bohdan+Wr%C3%B3blewski-6966;6966
 Karolina Paczyńska ;/person/Karolina+Paczy%C5%84ska-209723;209723
 Maciej Borniński ;/person/Maciej+Borni%C5%84ski-64325;64325
 Fokus ;/person/Fokus-1733252;1733252
 Piotr Najsztub ;/person/Piotr+Najsztub-73963;73963
 Jakub Skoczeń ;/person/Jakub+Skocze%C5%84-115061;115061
 Witold Chomiński ;/person/Witold+Chomi%C5%84ski-222087;222087
 Stefan Żeromski ;/person/Stefan+%C5%BBeromski-910181;910181
 Adolf Forbert ;/person/Adolf+Forbert-45001;45001
 Greta Ruta ;/person/Greta+Ruta-2148784;2148784
 Wojtek Sokół ;/person/Wojtek+Sok%C3%B3%C5%82-815950;815950
 Dariusz Glazer ;/person/Dariusz+Glazer-545453;545453
 Piotr Galiński I ;/person/Piotr+Gali%C5%84ski-2398133;2398133
 Andrzej Prus ;/person/Andrzej+Prus-420224;420224
 Piotr Świerczewski ;/person/Piotr+%C5%9Awierczewski-1658963;1658963
 Michał Paszczyk ;/person/Micha%C5%82+Paszczyk-598224;598224
 Miłosz Karbownik ;/person/Mi%C5%82osz+Karbownik-2036627;2036627
 Pola Błasik ;/person/Pola+B%C5%82asik-1636126;1636126
 Tadeusz Woźniak I ;/person/Tadeusz+Wo%C5%BAniak-1004186;1004186
 Mateusz Kaczmarek ;/person/Mateusz+Kaczmarek-624176;624176
 Andrzej Strejlau ;/person/Andrzej+Strejlau-161563;161563
 Maciej Prus ;/person/Maciej+Prus-76267;76267
 Jan Adamski ;/person/Jan+Adamski-76722;76722
 Agnieszka Radzikowska ;/person/Agnieszka+Radzikowska-403191;403191
 Grzegorz Kwas ;/person/Grzegorz+Kwas-247201;247201
 Bogdan Smagacki ;/person/Bogdan+Smagacki-971689;971689
 Sara Celler-Jezierska ;/person/Sara+Celler+Jezierska-1234504;1234504
 Mateusz Bożek ;/person/Mateusz+Bo%C5%BCek-2219791;2219791
 Dominika Kimaty ;/person/Dominika+Kimaty-1599970;1599970
 Maja Włoszczowska ;/person/Maja+W%C5%82oszczowska-2335432;2335432
 Wiesław Sławik ;/person/Wies%C5%82aw+S%C5%82awik-516521;516521
 Andrzej Sołtysik ;/person/Andrzej+So%C5%82tysik-108109;108109
 Marta Jarczewska ;/person/Marta+Jarczewska-1678289;1678289
 Michał Sumiński I ;/person/Micha%C5%82+Sumi%C5%84ski-85010;85010
 Jakub Klawiter ;/person/Jakub+Klawiter-2398156;2398156
 Piotr Gontarczyk ;/person/Piotr+Gontarczyk-898870;898870
 Bogdan Nowicki ;/person/Bogdan+Nowicki-11878;11878
 Magdalena Kwapis ;/person/Magdalena+Kwapis-629842;629842
 Wiesław Wieremiejczyk ;/person/Wies%C5%82aw+Wieremiejczyk-156608;156608
 Bartosz Kurek ;/person/Bartosz+Kurek-2131186;2131186
 Janusz Gauer ;/person/Janusz+Gauer-12748;12748
 Maciej Gisman ;/person/Maciej+Gisman-779501;779501
 Marek Sośnicki ;/person/Marek+So%C5%9Bnicki-405721;405721
 Tadeusz Baljon ;/person/Tadeusz+Baljon-160839;160839
 Anna Grabowska III ;/person/Anna+Grabowska-1578959;1578959
 Cezary Szczygielski ;/person/Cezary+Szczygielski-256746;256746
 Mariusz Bulski ;/person/Mariusz+Bulski-337543;337543
 Roman Huszczo ;/person/Roman+Huszczo-109533;109533
 Andrzej Stasiuk ;/person/Andrzej+Stasiuk-353430;353430
 Andrzej Lampert ;/person/Andrzej+Lampert-701894;701894
 Andrzej Głoskowski ;/person/Andrzej+G%C5%82oskowski-59023;59023
 Grzegorz Jonkajtys ;/person/Grzegorz+Jonkajtys-104090;104090
 Łukasz Gosławski ;/person/%C5%81ukasz+Gos%C5%82awski-1554127;1554127
 Beata Walentowska ;/person/Beata+Walentowska-684809;684809
 Filip Marczewski ;/person/Filip+Marczewski-516068;516068
 Filip Frątczak ;/person/Filip+Fr%C4%85tczak-869975;869975
 Robert Roman Ratajczak ;/person/Robert+Roman+Ratajczak-896172;896172
 Monika Stefaniak ;/person/Monika+Stefaniak-156292;156292
 Konstanty Lewkowicz ;/person/Konstanty+Lewkowicz-146446;146446
 Justyna Zbiróg ;/person/Justyna+Zbir%C3%B3g-344741;344741
 Tomasz Wolszczak ;/person/Tomasz+Wolszczak-1511450;1511450
 Andrzej Titkow ;/person/Andrzej+Titkow-68030;68030
 Bogdan Słomiński ;/person/Bogdan+S%C5%82omi%C5%84ski-147059;147059
 Marian Nowicki ;/person/Marian+Nowicki-248540;248540
 Aleksandra Karzyńska ;/person/Aleksandra+Karzy%C5%84ska-50784;50784
 Filip Rojek ;/person/Filip+Rojek-358790;358790
 Stanisław Masłowski ;/person/Stanis%C5%82aw+Mas%C5%82owski-413190;413190
 Gabriela Star-Tyszkiewicz ;/person/Gabriela+Star+Tyszkiewicz-693697;693697
 Bogdan Lęcznar ;/person/Bogdan+L%C4%99cznar-79262;79262
 Oskar Dawicki ;/person/Oskar+Dawicki-1852764;1852764
 Seweryn Steinwurzel ;/person/Seweryn+Steinwurzel-64198;64198
 Alex Kłoś ;/person/Alex+K%C5%82o%C5%9B-674382;674382
 Krzysztof Maćkowski ;/person/Krzysztof+Ma%C4%87kowski-1267192;1267192
 Marta Neuman ;/person/Marta+Neuman-6964;6964
 Hildegard Schmahl ;/person/Hildegard+Schmahl-167126;167126
 Lidia Skarżyńska ;/person/Lidia+Skar%C5%BCy%C5%84ska-56806;56806
 Andrzej Skupiński ;/person/Andrzej+Skupi%C5%84ski-48189;48189
 Wujek Samo Zło ;/person/Wujek+Samo+Z%C5%82o-509917;509917
 Sławomir Ruczkowski ;/person/S%C5%82awomir+Ruczkowski-131858;131858
 Robert Lewandowski II ;/person/Robert+Lewandowski-1953138;1953138
 Mariusz Czerkawski ;/person/Mariusz+Czerkawski-513804;513804
 Michał Chilicki ;/person/Micha%C5%82+Chilicki-333902;333902
 Michał Halicz ;/person/Micha%C5%82+Halicz-72488;72488
 Krzysztof Gojdź ;/person/Krzysztof+Gojd%C5%BA-2417482;2417482
 Katarzyna Joda ;/person/Katarzyna+Joda-1141213;1141213
 Aleksandra Yermak ;/person/Aleksandra+Yermak-1290647;1290647
 Wilhelm Sasnal ;/person/Wilhelm+Sasnal-1580466;1580466
 Sabina Głuch ;/person/Sabina+G%C5%82uch-156684;156684
 Włodzimierz Wilkosz ;/person/W%C5%82odzimierz+Wilkosz-56430;56430
 Urszula Orczykowska I ;/person/Urszula+Orczykowska-159651;159651
 Dobrosław Mater ;/person/Dobros%C5%82aw+Mater-68873;68873
 Monika Dzienisiewicz-Olbrychska ;/person/Monika+Dzienisiewicz+Olbrychska-8682;8682
 Konrad Korkosiński ;/person/Konrad+Korkosi%C5%84ski-1751847;1751847
 Joanna Jedlewska ;/person/Joanna+Jedlewska-48627;48627
 Łukasz Jakóbiak ;/person/%C5%81ukasz+Jak%C3%B3biak-351845;351845
 Paulina Masiak ;/person/Paulina+Masiak-2256049;2256049
 Kamil Dąbrowski ;/person/Kamil+D%C4%85browski-757027;757027
 Paul Sawtell I ;/person/Paul+Sawtell-53861;53861
 Czesław Stopka ;/person/Czes%C5%82aw+Stopka-253556;253556
 Józef Koprowicz ;/person/J%C3%B3zef+Koprowicz-368527;368527
 Kazimierz Szubert ;/person/Kazimierz+Szubert-46767;46767
 Leon Jeannot ;/person/Leon+Jeannot-49730;49730
 Ireneusz Grzyb ;/person/Ireneusz+Grzyb-938477;938477
 Grzegorz Komendarek ;/person/Grzegorz+Komendarek-144131;144131
 Edward Wnuk ;/person/Edward+Wnuk-160725;160725
 Bożena Robakowska ;/person/Bo%C5%BCena+Robakowska-152898;152898
 Andrzej Warcaba ;/person/Andrzej+Warcaba-587650;587650
 Michał Kubiak ;/person/Micha%C5%82+Kubiak-2143478;2143478
 Adam Gessler ;/person/Adam+Gessler-268409;268409
 Krzysztof Kamiński II ;/person/Krzysztof+Kami%C5%84ski-1703585;1703585
 Joanna Jasitczak ;/person/Joanna+Jasitczak-2409357;2409357
 Paweł Kumięga ;/person/Pawe%C5%82+Kumi%C4%99ga-237004;237004
 Lech Wojciechowski ;/person/Lech+Wojciechowski-49517;49517
 Piotr Beluch ;/person/Piotr+Beluch-181231;181231
 Grzegorz Lato ;/person/Grzegorz+Lato-216118;216118
 Jacek Zienkiewicz ;/person/Jacek+Zienkiewicz-645795;645795
 Magdalena Płaneta ;/person/Magdalena+P%C5%82aneta-232882;232882
 Zdzisław Kudła ;/person/Zdzis%C5%82aw+Kud%C5%82a-109313;109313
 Aleksandra Kaniak ;/person/Aleksandra+Kaniak-98799;98799
 Rafał Rutowicz ;/person/Rafa%C5%82+Rutowicz-283865;283865
 Maria Czubasiewicz ;/person/Maria+Czubasiewicz-57595;57595
 Przemysław Sejmicki ;/person/Przemys%C5%82aw+Sejmicki-10105;10105
 Małgorzata Teodorska ;/person/Ma%C5%82gorzata+Teodorska-171993;171993
 Ewa Bem ;/person/Ewa+Bem-333135;333135
 Adam Otręba ;/person/Adam+Otr%C4%99ba-266274;266274
 Krzysztof Łojan ;/person/Krzysztof+%C5%81ojan-1025650;1025650
 Sylwia Grzeszczak ;/person/Sylwia+Grzeszczak-2347717;2347717
 Hanna Małkowska ;/person/Hanna+Ma%C5%82kowska-112886;112886
 Agnieszka Osiecka ;/person/Agnieszka+Osiecka-429109;429109
 Michał Sękiewicz ;/person/Micha%C5%82+S%C4%99kiewicz-614133;614133
 Roman Piętakiewicz ;/person/Roman+Pi%C4%99takiewicz-283826;283826
 Bożena Mrowińska ;/person/Bo%C5%BCena+Mrowi%C5%84ska-624964;624964
 Magdalena Olszewska I ;/person/Magdalena+Olszewska-43408;43408
 Maciej Słomczyński ;/person/Maciej+S%C5%82omczy%C5%84ski-56534;56534
 Marta Zgutczyńska ;/person/Marta+Zgutczy%C5%84ska-1630398;1630398
 Maria Modzelewska ;/person/Maria+Modzelewska-87601;87601
 Łukasz Ostalski ;/person/%C5%81ukasz+Ostalski-2002735;2002735
 Łukasz Żygadło ;/person/%C5%81ukasz+%C5%BBygad%C5%82o-2128191;2128191
 Adrian Ochalik ;/person/Adrian+Ochalik-317620;317620
 Agnieszka Antoniewska ;/person/Agnieszka+Antoniewska-240545;240545
 Kuba Firewicz ;/person/Kuba+Firewicz-874814;874814
 Jacek Polaczek ;/person/Jacek+Polaczek-319202;319202
 Henryk Apostel ;/person/Henryk+Apostel-231996;231996
 Andrzej Bonarski ;/person/Andrzej+Bonarski-47232;47232
 Manuela Gretkowska ;/person/Manuela+Gretkowska-12605;12605
 Iwona Miernik ;/person/Iwona+Miernik-509861;509861
 Anna Skowrońska ;/person/Anna+Skowro%C5%84ska-297476;297476
 Andrzej Dopierała ;/person/Andrzej+Dopiera%C5%82a-109558;109558
 Janina Nowicka ;/person/Janina+Nowicka-61043;61043
 Tomasz Śliwiński II ;/person/Tomasz+%C5%9Aliwi%C5%84ski-1628063;1628063
 Zofia Lindorfówna ;/person/Zofia+Lindorf%C3%B3wna-77368;77368
 Bohdan Graczyk ;/person/Bohdan+Graczyk-50875;50875
 Ewa Pytka ;/person/Ewa+Pytka-117185;117185
 Leopold Kozłowski ;/person/Leopold+Koz%C5%82owski-54546;54546
 Jan Raubo ;/person/Jan+Raubo-1542797;1542797
 Karolina Buzar ;/person/Karolina+Buzar-776649;776649
 Aleksandra Spyra ;/person/Aleksandra+Spyra-2498523;2498523
 Maciej Drygas ;/person/Maciej+Drygas-105641;105641
 Izabela Jarosińska ;/person/Izabela+Jarosi%C5%84ska-1872897;1872897
 Aleksandra Zawalska ;/person/Aleksandra+Zawalska-209973;209973
 Jakub Szyliński ;/person/Jakub+Szyli%C5%84ski-143224;143224
 Olga Sosnovska ;/person/Olga+Sosnovska-142430;142430
 Henryka Biedrzycka ;/person/Henryka+Biedrzycka-757342;757342
 Kamil Suszczyk ;/person/Kamil+Suszczyk-2275787;2275787
 Maciej Bilka ;/person/Maciej+Bilka-785474;785474
 Grażyna Dyląg I ;/person/Gra%C5%BCyna+Dyl%C4%85g-59518;59518
 Lidia Zonn ;/person/Lidia+Zonn-345031;345031
 Teresa Barska ;/person/Teresa+Barska-12696;12696
 Katarzyna Kulik I ;/person/Katarzyna+Kulik-394518;394518
 Jerzy Goliński ;/person/Jerzy+Goli%C5%84ski-67753;67753
 Jerzy Nitecki ;/person/Jerzy+Nitecki-86329;86329
 Edyta Krzemień ;/person/Edyta+Krzemie%C5%84-1565600;1565600
 Jarosław Zawadko ;/person/Jaros%C5%82aw+Zawadko-1029846;1029846
 Wit Dąbal ;/person/Wit+D%C4%85bal-43821;43821
 Zbigniew Trofimiuk ;/person/Zbigniew+Trofimiuk-85651;85651
 Michał Dąbal ;/person/Micha%C5%82+D%C4%85bal-1010808;1010808
 Gerwazy Reguła ;/person/Gerwazy+Regu%C5%82a-129364;129364
 Andrzej Szypulski ;/person/Andrzej+Szypulski-49971;49971
 Agnieszka Kuszewicz ;/person/Agnieszka+Kuszewicz-86481;86481
 Jolanta Banak ;/person/Jolanta+Banak-328979;328979
 Tomasz Gut ;/person/Tomasz+Gut-725080;725080
 Mieczysław Poznański ;/person/Mieczys%C5%82aw+Pozna%C5%84ski-78586;78586
 Bohdan Świderski ;/person/Bohdan+%C5%9Awiderski-591770;591770
 Janina Pruszkowska ;/person/Janina+Pruszkowska-1073543;1073543
 Katarzyna Traczyńska ;/person/Katarzyna+Traczy%C5%84ska-183916;183916
 Karolina Stefańska ;/person/Karolina+Stefa%C5%84ska-317624;317624
 Anna Maria Kosik ;/person/Anna+Maria+Kosik-2585845;2585845
 Grażyna Dyksińska-Rogalska ;/person/Gra%C5%BCyna+Dyksi%C5%84ska+Rogalska-570707;570707
 Piotr Seweryński ;/person/Piotr+Sewery%C5%84ski-389028;389028
 Iga Górecka ;/person/Iga+G%C3%B3recka-2059528;2059528
 Jolanta Rzaczkiewicz ;/person/Jolanta+Rzaczkiewicz-253533;253533
 Michał Hytroś ;/person/Micha%C5%82+Hytro%C5%9B-2440306;2440306
 Krystyna Dmochowska ;/person/Krystyna+Dmochowska-640193;640193
 Edward Skarga ;/person/Edward+Skarga-59013;59013
 Filip Jaślar ;/person/Filip+Ja%C5%9Blar-102755;102755
 Michał Biliński ;/person/Micha%C5%82+Bili%C5%84ski-614235;614235
 Paweł Wysoczański ;/person/Pawe%C5%82+Wysocza%C5%84ski-131263;131263
 Włodzimierz Haupe ;/person/W%C5%82odzimierz+Haupe-49234;49234
 Roksana Roguś ;/person/Roksana+Rogu%C5%9B-666884;666884
 Jerzy Styczyński ;/person/Jerzy+Styczy%C5%84ski-350368;350368
 Roman Dereń ;/person/Roman+Dere%C5%84-71928;71928
 Paweł Czarzasty ;/person/Pawe%C5%82+Czarzasty-56082;56082
 Agata Dratwa ;/person/Agata+Dratwa-85803;85803
 Artur Orzech ;/person/Artur+Orzech-2199149;2199149
 Grzegorz Wilk ;/person/Grzegorz+Wilk-874170;874170
 Sebastian Florek ;/person/Sebastian+Florek-196593;196593
 Romuald Gierasieński ;/person/Romuald+Gierasie%C5%84ski-64154;64154
 Piotr Kurowski ;/person/Piotr+Kurowski-48982;48982
 Halina Doree ;/person/Halina+Doree-64218;64218
 Jan Matyjaszkiewicz ;/person/Jan+Matyjaszkiewicz-111100;111100
 Wiktor Piątkowski ;/person/Wiktor+Pi%C4%85tkowski-1806375;1806375
 Paweł Banasiak ;/person/Pawe%C5%82+Banasiak-92654;92654
 Carl Hoffmann ;/person/Carl+Hoffmann-81650;81650
 Rafał M. Lipka ;/person/Rafa%C5%82+M.+Lipka-51942;51942
 Jan Jakubowski ;/person/Jan+Jakubowski-858787;858787
 Marek Kuczyński ;/person/Marek+Kuczy%C5%84ski-43492;43492
 Jacek Wytrzymały ;/person/Jacek+Wytrzyma%C5%82y-417522;417522
 Małgorzata Kaczmarska ;/person/Ma%C5%82gorzata+Kaczmarska-319210;319210
 Andrzej Bieniasz ;/person/Andrzej+Bieniasz-152904;152904
 Józef Pilarski ;/person/J%C3%B3zef+Pilarski-56427;56427
 Piotr Bułka ;/person/Piotr+Bu%C5%82ka-1179457;1179457
 Michał Jaros ;/person/Micha%C5%82+Jaros-1506731;1506731
 Barbara Korczarowska ;/person/Barbara+Korczarowska-63124;63124
 Agnieszka Mirowska-Tomaszewska ;/person/Agnieszka+Mirowska+Tomaszewska-142359;142359
 Max Fleischer ;/person/Max+Fleischer-111856;111856
 Jan Tomaszewski ;/person/Jan+Tomaszewski-930119;930119
 Alicja Sapryk ;/person/Alicja+Sapryk-61264;61264
 Monika Luft ;/person/Monika+Luft-44362;44362
 Paweł Pitera ;/person/Pawe%C5%82+Pitera-86774;86774
 Jerzy Jurandot ;/person/Jerzy+Jurandot-12756;12756
 Marta Maria Wiśniewska ;/person/Marta+Maria+Wi%C5%9Bniewska-2412728;2412728
 Helena Puchniewska ;/person/Helena+Puchniewska-76543;76543
 Dorota Bochenek ;/person/Dorota+Bochenek-442105;442105
 Michał Karwowski ;/person/Micha%C5%82+Karwowski-157160;157160
 Wiesława Grochowska ;/person/Wies%C5%82awa+Grochowska-48419;48419
 Jerzy Gorzko ;/person/Jerzy+Gorzko-255846;255846
 Edwin Bażański ;/person/Edwin+Ba%C5%BCa%C5%84ski-406129;406129
 Grzegorz Wasowski ;/person/Grzegorz+Wasowski-217954;217954
 Roman Szymański ;/person/Roman+Szyma%C5%84ski-2659597;2659597
 Władysław Surzyński ;/person/W%C5%82adys%C5%82aw+Surzy%C5%84ski-48415;48415
 Tadeusz Wieczorek ;/person/Tadeusz+Wieczorek-131948;131948
 Winicjusz Rzymyszkiewicz ;/person/Winicjusz+Rzymyszkiewicz-1625631;1625631
 Małgorzata Gebel ;/person/Ma%C5%82gorzata+Gebel-87909;87909
 Emma Herdzik ;/person/Emma+Herdzik-1812217;1812217
 Janusz Guttner ;/person/Janusz+Guttner-44200;44200
 Eugeniusz Ignaciuk ;/person/Eugeniusz+Ignaciuk-110328;110328
 Marek Bobowski ;/person/Marek+Bobowski-839899;839899
 Dorota Sachar-Nowe ;/person/Dorota+Sachar+Nowe-703624;703624
