name;link;number
 Zygmunt Wiaderny ;/person/Zygmunt+Wiaderny-155703;155703
 Szczepan Twardoch ;/person/Szczepan+Twardoch-2601660;2601660
 Anna Sokołowska I ;/person/Anna+Soko%C5%82owska-50764;50764
 Martin Harris VIII ;/person/Martin+Harris-929785;929785
 Henryk Szwajcer ;/person/Henryk+Szwajcer-305383;305383
 Jerzy Szmidt ;/person/Jerzy+Szmidt-552926;552926
 Katarzyna Chmara ;/person/Katarzyna+Chmara-6968;6968
 Piotr Krasicki ;/person/Piotr+Krasicki-59474;59474
 Janusz Rzeszewski ;/person/Janusz+Rzeszewski-52983;52983
 Albert Pyśk ;/person/Albert+Py%C5%9Bk-2155820;2155820
 Małgorzata Goździk ;/person/Ma%C5%82gorzata+Go%C5%BAdzik-1655355;1655355
 Kazimiera Szczuka ;/person/Kazimiera+Szczuka-1237440;1237440
 Danuta Hałatek ;/person/Danuta+Ha%C5%82atek-447456;447456
 Józef Kaczyński ;/person/J%C3%B3zef+Kaczy%C5%84ski-236456;236456
 Grzegorz Jarzyna ;/person/Grzegorz+Jarzyna-727509;727509
 Roman Zawistowski ;/person/Roman+Zawistowski-49181;49181
 Iwona Guzowska ;/person/Iwona+Guzowska-809534;809534
 Adrian Budakow ;/person/Adrian+Budakow-1651583;1651583
 Halina Paszkowska ;/person/Halina+Paszkowska-767622;767622
 Filip Warot ;/person/Filip+Warot-2537951;2537951
 Piotr Antczak ;/person/Piotr+Antczak-99467;99467
 Paweł Fidala ;/person/Pawe%C5%82+Fidala-824877;824877
 Barbara Dembińska ;/person/Barbara+Dembi%C5%84ska-222937;222937
 Jacek Godek ;/person/Jacek+Godek-152896;152896
 Stanisław Niedbalski ;/person/Stanis%C5%82aw+Niedbalski-47353;47353
 Katarzyna Ptasińska ;/person/Katarzyna+Ptasi%C5%84ska-1770024;1770024
 Wojciech Klimala ;/person/Wojciech+Klimala-1620818;1620818
 Artur Sokołowski ;/person/Artur+Soko%C5%82owski-270157;270157
 Renata Husarek ;/person/Renata+Husarek-68879;68879
 Monika Brodka ;/person/Monika+Brodka-542650;542650
 Sławomir Popławski ;/person/S%C5%82awomir+Pop%C5%82awski-697376;697376
 Piotr Zawadzki I ;/person/Piotr+Zawadzki-851531;851531
 Anna Wysocka I ;/person/Anna+Wysocka-1449330;1449330
 Sylwester Szyszko ;/person/Sylwester+Szyszko-44442;44442
 Jerzy Moniak ;/person/Jerzy+Moniak-109423;109423
 Alicja Warchocka ;/person/Alicja+Warchocka-2613611;2613611
 Zbigniew Szczerbiński ;/person/Zbigniew+Szczerbi%C5%84ski-266273;266273
 Jacek Dukaj ;/person/Jacek+Dukaj-867727;867727
 Karolina Wojdała ;/person/Karolina+Wojda%C5%82a-973118;973118
 Robert Klatt ;/person/Robert+Klatt-2167076;2167076
 Maciej Zabielski ;/person/Maciej+Zabielski-152097;152097
 Marek Modzelewski II ;/person/Marek+Modzelewski-808336;808336
 Justyna Banasiak ;/person/Justyna+Banasiak-2035577;2035577
 Barbara Bieńkowska ;/person/Barbara+Bie%C5%84kowska-47932;47932
 Katarzyna Baurska ;/person/Katarzyna+Baurska-1526811;1526811
 Irena Dziedzic ;/person/Irena+Dziedzic-79492;79492
 Paweł Trześniowski ;/person/Pawe%C5%82+Trze%C5%9Bniowski-888046;888046
 Witold Lesiewicz ;/person/Witold+Lesiewicz-48761;48761
 Jakub Kornacki ;/person/Jakub+Kornacki-638938;638938
 Łukasz Jurkowski ;/person/%C5%81ukasz+Jurkowski-2616941;2616941
 Maciej Staszewski ;/person/Maciej+Staszewski-50821;50821
 Beata Barciś ;/person/Beata+Barci%C5%9B-448339;448339
 Karolina Owczarz ;/person/Karolina+Owczarz-2617338;2617338
 Krzysztof Stachowski ;/person/Krzysztof+Stachowski-87847;87847
 Teresa Gałczyńska ;/person/Teresa+Ga%C5%82czy%C5%84ska-79804;79804
 Andrzej Adamczak ;/person/Andrzej+Adamczak-59250;59250
 Piotr Dąbrowski II ;/person/Piotr+D%C4%85browski-1236080;1236080
 Zbigniew Wolski ;/person/Zbigniew+Wolski-93160;93160
 Wojciech Ziętarski ;/person/Wojciech+Zi%C4%99tarski-75615;75615
 Zenon Wiktorczyk ;/person/Zenon+Wiktorczyk-149050;149050
 Grzegorz Hyży ;/person/Grzegorz+Hy%C5%BCy-2359521;2359521
 Irena Jun ;/person/Irena+Jun-61211;61211
 Jolanta Gogolewska ;/person/Jolanta+Gogolewska-152908;152908
 Andrzej Jurek ;/person/Andrzej+Jurek-55362;55362
 Edmund Niziurski ;/person/Edmund+Niziurski-48607;48607
 Franciszek Barciś ;/person/Franciszek+Barci%C5%9B-400358;400358
 Zofia Szancerowa ;/person/Zofia+Szancerowa-89043;89043
 Jerzy Czupryniak ;/person/Jerzy+Czupryniak-68886;68886
 Wojciech Stryczek ;/person/Wojciech+Stryczek-1542610;1542610
 Łukasz Musiał ;/person/%C5%81ukasz+Musia%C5%82-1665632;1665632
 Jarosław Gugała ;/person/Jaros%C5%82aw+Guga%C5%82a-475826;475826
 Adam Guziński ;/person/Adam+Guzi%C5%84ski-86639;86639
 Jacek Piotrowski I ;/person/Jacek+Piotrowski-150905;150905
 Marcin Artecki ;/person/Marcin+Artecki-792218;792218
 Joanna Chmielewska ;/person/Joanna+Chmielewska-58972;58972
 Eddi Arent ;/person/Eddi+Arent-71034;71034
 Peter Thomas I ;/person/Peter+Thomas-110774;110774
 Józef Leszek Sobczyk ;/person/J%C3%B3zef+Leszek+Sobczyk-149068;149068
 Łukasz Lipiarz ;/person/%C5%81ukasz+Lipiarz-602627;602627
 Tadeusz Przystawski ;/person/Tadeusz+Przystawski-229651;229651
 Franciszek Starowieyski ;/person/Franciszek+Starowieyski-8709;8709
 Józef Łotysz ;/person/J%C3%B3zef+%C5%81otysz-62077;62077
 Ryszard Czekała ;/person/Ryszard+Czeka%C5%82a-64513;64513
 Remigiusz Maciaszek ;/person/Remigiusz+Maciaszek-2365406;2365406
 Witold Ermow ;/person/Witold+Ermow-161370;161370
 Aneta Kopacz ;/person/Aneta+Kopacz-1881432;1881432
 Wiesław Zięba ;/person/Wies%C5%82aw+Zi%C4%99ba-95947;95947
 Janusz Jaroń ;/person/Janusz+Jaro%C5%84-47836;47836
 Małgorzata Piskorz ;/person/Ma%C5%82gorzata+Piskorz-464475;464475
 Krzysztof Grabowski V ;/person/Krzysztof+Grabowski-1144382;1144382
 Henryk Romanowski ;/person/Henryk+Romanowski-71642;71642
 Kacper Zamarło ;/person/Kacper+Zamar%C5%82o-572737;572737
 Wojciech Kowalski ;/person/Wojciech+Kowalski-129373;129373
 Dorota Wardęszkiewicz ;/person/Dorota+Ward%C4%99szkiewicz-432588;432588
 Bolesław Michałek ;/person/Boles%C5%82aw+Micha%C5%82ek-50653;50653
 Waldemar Sierański ;/person/Waldemar+Siera%C5%84ski-160973;160973
 Anita Lipnicka ;/person/Anita+Lipnicka-5329;5329
 Izabella Krzan ;/person/Izabella+Krzan-2575136;2575136
 Friedrich von Ledebur ;/person/Friedrich+von+Ledebur-49691;49691
 Izuagbe Ugonoh ;/person/Izuagbe+Ugonoh-481706;481706
 Paweł Rakowski ;/person/Pawe%C5%82+Rakowski-161561;161561
 Krzysztof Kasior ;/person/Krzysztof+Kasior-407362;407362
 Zbigniew Napiórkowski ;/person/Zbigniew+Napi%C3%B3rkowski-12679;12679
 Jacek Ukleja ;/person/Jacek+Ukleja-108851;108851
 Monika Anna Wojtyllo ;/person/Monika+Anna+Wojtyllo-941839;941839
 Mateusz Dębski ;/person/Mateusz+D%C4%99bski-31642;31642
 Beatrycze Łukaszewska ;/person/Beatrycze+%C5%81ukaszewska-181890;181890
 Damian Jankowski ;/person/Damian+Jankowski-1795247;1795247
 Wojciech Kościelniak ;/person/Wojciech+Ko%C5%9Bcielniak-109079;109079
 Wojciech Szepel ;/person/Wojciech+Szepel-95121;95121
 Maciej Sobczyk ;/person/Maciej+Sobczyk-90470;90470
 Robert Hennig ;/person/Robert+Hennig-231969;231969
 Maciej Piasny ;/person/Maciej+Piasny-2186828;2186828
 Gene Gutowski ;/person/Gene+Gutowski-116472;116472
 Wojciech Masacz ;/person/Wojciech+Masacz-635986;635986
 Łukasz Chojęta ;/person/%C5%81ukasz+Choj%C4%99ta-644542;644542
 Roland Rowiński ;/person/Roland+Rowi%C5%84ski-70704;70704
 Janusz Grudziński ;/person/Janusz+Grudzi%C5%84ski-7098;7098
 Kamil Szymański ;/person/Kamil+Szyma%C5%84ski-2281150;2281150
 Alicja Wolska ;/person/Alicja+Wolska-273198;273198
 Alina Maliszewska ;/person/Alina+Maliszewska-95899;95899
 Paweł Figurski ;/person/Pawe%C5%82+Figurski-117187;117187
 Dorota Baranowska ;/person/Dorota+Baranowska-157314;157314
 Jerzy R. Michaluk ;/person/Jerzy+R.+Michaluk-374281;374281
 Krzysztof Nowak-Tyszowiecki ;/person/Krzysztof+Nowak+Tyszowiecki-59404;59404
 Tomasz Kuzio ;/person/Tomasz+Kuzio-311921;311921
 Jakub Gola ;/person/Jakub+Gola-2420294;2420294
 Robert Darkowski ;/person/Robert+Darkowski-785473;785473
 Filip Budweil ;/person/Filip+Budweil-348171;348171
 Remigiusz Rogacki ;/person/Remigiusz+Rogacki-254982;254982
 Radosław Rutkowski ;/person/Rados%C5%82aw+Rutkowski-1662227;1662227
 Michał Pietrzak I ;/person/Micha%C5%82+Pietrzak-50891;50891
 Patryk Jurek ;/person/Patryk+Jurek-747124;747124
 Bartosz Roch Nowicki ;/person/Bartosz+Roch+Nowicki-1713375;1713375
 Marcin Barański ;/person/Marcin+Bara%C5%84ski-49495;49495
 Monika Stefanowicz-Gabryelewicz ;/person/Monika+Stefanowicz+Gabryelewicz-50975;50975
 Damian Janikowski ;/person/Damian+Janikowski-2408145;2408145
 Jan Dworak ;/person/Jan+Dworak-128555;128555
 Piotr Mankiewicz ;/person/Piotr+Mankiewicz-1251170;1251170
 Lech Zahorski ;/person/Lech+Zahorski-393976;393976
 Ulli Lommel ;/person/Ulli+Lommel-94671;94671
 Michał Kasprzak ;/person/Micha%C5%82+Kasprzak-735992;735992
 Teresa Czarnecka-Kostecka ;/person/Teresa+Czarnecka+Kostecka-304763;304763
 Agnieszka Bojanowska ;/person/Agnieszka+Bojanowska-417974;417974
 Zbigniew Libera ;/person/Zbigniew+Libera-1938493;1938493
 Łukasz Dzięcioł ;/person/%C5%81ukasz+Dzi%C4%99cio%C5%82-253040;253040
 Krzysztof Talczewski ;/person/Krzysztof+Talczewski-755800;755800
 Hieronim Neumann ;/person/Hieronim+Neumann-86061;86061
 Michal Dočolomanský ;/person/Michal+Do%C4%8Dolomansk%C3%BD-120344;120344
 Katarzyna Mazurek I ;/person/Katarzyna+Mazurek-592031;592031
 Christine Laszar ;/person/Christine+Laszar-55150;55150
 Małgorzata Witkowska ;/person/Ma%C5%82gorzata+Witkowska-547264;547264
 Tytus Hołdys ;/person/Tytus+Ho%C5%82dys-378093;378093
 Paula Bąk ;/person/Paula+B%C4%85k-1082161;1082161
 Janusz Olejniczak ;/person/Janusz+Olejniczak-72250;72250
 Kazimierz Radowicz ;/person/Kazimierz+Radowicz-67417;67417
 Lidia Bienias ;/person/Lidia+Bienias-8949;8949
 Anatol Stern ;/person/Anatol+Stern-64156;64156
 Agnieszka Wójtowicz-Vosloo ;/person/Agnieszka+W%C3%B3jtowicz+Vosloo-516768;516768
 Grzegorz Paraska ;/person/Grzegorz+Paraska-136127;136127
 Paweł Trzaska ;/person/Pawe%C5%82+Trzaska-64321;64321
 Monika Pietrasińska ;/person/Monika+Pietrasi%C5%84ska-2066603;2066603
 Andrzej Szaciłło ;/person/Andrzej+Szaci%C5%82%C5%82o-245246;245246
 Marlena Milwiw ;/person/Marlena+Milwiw-6061;6061
 Adam Kupaj ;/person/Adam+Kupaj-1570944;1570944
 Wiktoria Padlewska ;/person/Wiktoria+Padlewska-84781;84781
 Aleksandra Godlewska ;/person/Aleksandra+Godlewska-604466;604466
 Rafał Wójcikiewicz ;/person/Rafa%C5%82+W%C3%B3jcikiewicz-2163977;2163977
 Andrzej Brydak ;/person/Andrzej+Brydak-1841641;1841641
 Stanisław Grolicki ;/person/Stanis%C5%82aw+Grolicki-77906;77906
 Irena Santor ;/person/Irena+Santor-85284;85284
 Mariusz Grzegorzek ;/person/Mariusz+Grzegorzek-430;430
 Paweł Jurek ;/person/Pawe%C5%82+Jurek-84183;84183
 Maciej Walczak ;/person/Maciej+Walczak-66898;66898
 Gosia Piotrowska ;/person/Gosia+Piotrowska-85650;85650
 Ewa Kwiatkowska ;/person/Ewa+Kwiatkowska-311464;311464
 Krzysztof Czapliński ;/person/Krzysztof+Czapli%C5%84ski-1637399;1637399
 Włodzimierz Twardowski ;/person/W%C5%82odzimierz+Twardowski-64526;64526
 Tomasz Taraszkiewicz ;/person/Tomasz+Taraszkiewicz-64249;64249
 Ewa Wachowicz ;/person/Ewa+Wachowicz-857525;857525
 Zbigniew Wójcik ;/person/Zbigniew+W%C3%B3jcik-48892;48892
 Wacław Wajser ;/person/Wac%C5%82aw+Wajser-112517;112517
 Krzysztof Durski ;/person/Krzysztof+Durski-2547453;2547453
 Tomasz Bielawiec ;/person/Tomasz+Bielawiec-522255;522255
 Jakub Przygoński ;/person/Jakub+Przygo%C5%84ski-1256533;1256533
 Sebastian Buttny ;/person/Sebastian+Buttny-97073;97073
 Grzegorz Kempinsky ;/person/Grzegorz+Kempinsky-60563;60563
 Bartosz Warwas ;/person/Bartosz+Warwas-810972;810972
 Mariusz Szczygieł ;/person/Mariusz+Szczygie%C5%82-599927;599927
 Tatiana Mindewicz-Puacz ;/person/Tatiana+Mindewicz+Puacz-2397659;2397659
 Kacper Sasin ;/person/Kacper+Sasin-2251208;2251208
 Tadeusz Wilkosz ;/person/Tadeusz+Wilkosz-10643;10643
 Izabela Plucińska ;/person/Izabela+Pluci%C5%84ska-409791;409791
 Dariusz Sosiński ;/person/Dariusz+Sosi%C5%84ski-483418;483418
 Tadeusz Kocyba ;/person/Tadeusz+Kocyba-99116;99116
 Renata Czarnkowska-Listoś ;/person/Renata+Czarnkowska+Listo%C5%9B-132908;132908
 Bernard Kawka ;/person/Bernard+Kawka-11576;11576
 Edyta Nestorowicz ;/person/Edyta+Nestorowicz-858604;858604
 Paulina Napora ;/person/Paulina+Napora-445524;445524
 Janusz Kruciński ;/person/Janusz+Kruci%C5%84ski-1947615;1947615
 Maya Mishalska ;/person/Maya+Mishalska-154653;154653
 Marian Jaskulski ;/person/Marian+Jaskulski-619255;619255
 Ewelina Flinta ;/person/Ewelina+Flinta-447518;447518
 Halina Drohocka ;/person/Halina+Drohocka-47812;47812
 Marcel Sawicki ;/person/Marcel+Sawicki-817986;817986
 Magdalena Wilewska-Szmyt ;/person/Magdalena+Wilewska+Szmyt-283824;283824
 Iwona Siekierzyńska ;/person/Iwona+Siekierzy%C5%84ska-74186;74186
 Ryszard Kirejczyk ;/person/Ryszard+Kirejczyk-484561;484561
 Marcin Sławiński ;/person/Marcin+S%C5%82awi%C5%84ski-41009;41009
 Magdalena Pańkowska ;/person/Magdalena+Pa%C5%84kowska-503872;503872
 Maksymilian Wesołowski ;/person/Maksymilian+Weso%C5%82owski-2192846;2192846
 Michał Nowak II ;/person/Micha%C5%82+Nowak-1934309;1934309
 Jacek Pałucha ;/person/Jacek+Pa%C5%82ucha-75754;75754
 Józef Lejtes ;/person/J%C3%B3zef+Lejtes-90240;90240
 Agnieszka Bisikirska ;/person/Agnieszka+Bisikirska-405857;405857
 Marta Smuk ;/person/Marta+Smuk-399956;399956
 Piotr Lasota I ;/person/Piotr+Lasota-1077051;1077051
 Tomasz Miernowski ;/person/Tomasz+Miernowski-88870;88870
 Dorota Gardias ;/person/Dorota+Gardias-1717454;1717454
 Marta Herman ;/person/Marta+Herman-897157;897157
 Henryk Gęsikowski ;/person/Henryk+G%C4%99sikowski-64263;64263
 Bogdan Ferenc ;/person/Bogdan+Ferenc-86782;86782
 Piotr Łazarkiewicz ;/person/Piotr+%C5%81azarkiewicz-369;369
 Przemysław Borkowski ;/person/Przemys%C5%82aw+Borkowski-372713;372713
 Bartosz Sokołowski ;/person/Bartosz+Soko%C5%82owski-2635445;2635445
 Christian Kamiński ;/person/Christian+Kami%C5%84ski-481704;481704
 Wojciech Młynarski ;/person/Wojciech+M%C5%82ynarski-46106;46106
 Waldemar Wróblewski ;/person/Waldemar+Wr%C3%B3blewski-11643;11643
 Tadeusz Szaniecki ;/person/Tadeusz+Szaniecki-73618;73618
 Elżbieta Benkowska ;/person/El%C5%BCbieta+Benkowska-1978483;1978483
 Józef Korzeniowski I ;/person/J%C3%B3zef+Korzeniowski-62364;62364
 Piotr Starzak ;/person/Piotr+Starzak-12345;12345
 Andrzej Janisz ;/person/Andrzej+Janisz-2659601;2659601
 Katarzyna Dorosińska ;/person/Katarzyna+Dorosi%C5%84ska-1542795;1542795
 Grzegorz Matysik ;/person/Grzegorz+Matysik-50961;50961
 Grzegorz Zariczny ;/person/Grzegorz+Zariczny-1210885;1210885
 Ewa Ekwińska ;/person/Ewa+Ekwi%C5%84ska-60196;60196
 Mikołaj Haremski ;/person/Miko%C5%82aj+Haremski-176322;176322
 Monika Ordowska ;/person/Monika+Ordowska-1816091;1816091
 Krystyna Miecikówna ;/person/Krystyna+Miecik%C3%B3wna-70578;70578
 Andrzej Morozowski ;/person/Andrzej+Morozowski-725795;725795
 Barbara Szałapak ;/person/Barbara+Sza%C5%82apak-240050;240050
 Hubert Miłkowski ;/person/Hubert+Mi%C5%82kowski-2408943;2408943
 Zdzisława Sośnicka ;/person/Zdzis%C5%82awa+So%C5%9Bnicka-433326;433326
 Zdzisława Sośnicka ;/person/Zdzis%C5%82awa+So%C5%9Bnicka-433326;433326
 Jerzy Korcz ;/person/Jerzy+Korcz-46758;46758
 Grzegorz Forysiak ;/person/Grzegorz+Forysiak-150897;150897
 Robert Wiśniewski ;/person/Robert+Wi%C5%9Bniewski-830488;830488
 Andrzej Orzechowski ;/person/Andrzej+Orzechowski-417933;417933
 Janina Janecka ;/person/Janina+Janecka-64186;64186
 Anna Iwaszkiewicz ;/person/Anna+Iwaszkiewicz-209092;209092
 Dorota Chwedorowicz ;/person/Dorota+Chwedorowicz-1836653;1836653
 Maciej Szupica ;/person/Maciej+Szupica-1593330;1593330
 Grzegorz Olkowski ;/person/Grzegorz+Olkowski-1593277;1593277
 Marcin Cząba ;/person/Marcin+Cz%C4%85ba-114955;114955
 Dita Parlo ;/person/Dita+Parlo-86416;86416
 Monika Strzępka ;/person/Monika+Strz%C4%99pka-2399866;2399866
 Eugeniusz Rudnik ;/person/Eugeniusz+Rudnik-56494;56494
 Jakub Krawczyk ;/person/Jakub+Krawczyk-930121;930121
 Włodzimierz Maciudziński ;/person/W%C5%82odzimierz+Maciudzi%C5%84ski-49279;49279
 Kamil Grosicki ;/person/Kamil+Grosicki-2384841;2384841
 Katarzyna Skawina ;/person/Katarzyna+Skawina-84197;84197
 Mariusz Kamiński III ;/person/Mariusz+Kami%C5%84ski-1684593;1684593
 Paweł Paprocki ;/person/Pawe%C5%82+Paprocki-610374;610374
 Wojciech Fiwek ;/person/Wojciech+Fiwek-50889;50889
 Tadeusz Galia ;/person/Tadeusz+Galia-63657;63657
 Robert Atzorn ;/person/Robert+Atzorn-86768;86768
 Ryszard Lepióra ;/person/Ryszard+Lepi%C3%B3ra-466338;466338
 Krystian Kukułka ;/person/Krystian+Kuku%C5%82ka-1153793;1153793
 Jerzy Kosiński ;/person/Jerzy+Kosi%C5%84ski-40788;40788
 Witold Gombrowicz ;/person/Witold+Gombrowicz-813655;813655
 Anna Wojnarowska ;/person/Anna+Wojnarowska-644217;644217
 Sylwester Piechura ;/person/Sylwester+Piechura-498551;498551
 Konrad Kujawski ;/person/Konrad+Kujawski-152928;152928
 Agnieszka Pawlak ;/person/Agnieszka+Pawlak-608626;608626
 Dominik Mirecki ;/person/Dominik+Mirecki-2489555;2489555
 Tomasz Majewski ;/person/Tomasz+Majewski-2033006;2033006
 Aleksiej Guskow ;/person/Aleksiej+Guskow-85178;85178
 Paweł Demirski ;/person/Pawe%C5%82+Demirski-2399865;2399865
 Tadeusz Różewicz ;/person/Tadeusz+R%C3%B3%C5%BCewicz-48605;48605
 Stanisław Sojka ;/person/Stanis%C5%82aw+Sojka-107177;107177
 Iwona Biernacka ;/person/Iwona+Biernacka-47536;47536
 Kaja Bień ;/person/Kaja+Bie%C5%84-317622;317622
 Stefan Szwakopf ;/person/Stefan+Szwakopf-107831;107831
 Damian Pietrasik ;/person/Damian+Pietrasik-94074;94074
 Krzysztof Unrug ;/person/Krzysztof+Unrug-1510939;1510939
 Joanna Przetakiewicz ;/person/Joanna+Przetakiewicz-2398391;2398391
 Anna Górna ;/person/Anna+G%C3%B3rna-111036;111036
 Halina Jezierska ;/person/Halina+Jezierska-149060;149060
 Janusz Sus ;/person/Janusz+Sus-91203;91203
 Paweł Konnak ;/person/Pawe%C5%82+Konnak-6848;6848
 Anna Wysocka II ;/person/Anna+Wysocka-2132452;2132452
 Mariusz Maszyński ;/person/Mariusz+Maszy%C5%84ski-72082;72082
 Krzysztof Jankowski ;/person/Krzysztof+Jankowski-614129;614129
 Piotr Włostowski ;/person/Piotr+W%C5%82ostowski-256748;256748
 Henryk Janas ;/person/Henryk+Janas-46753;46753
 Paweł Skrzecz ;/person/Pawe%C5%82+Skrzecz-779372;779372
 Marcin Szaforz ;/person/Marcin+Szaforz-622592;622592
 Tomasz Cichoń ;/person/Tomasz+Cicho%C5%84-1596412;1596412
 Wojciech Trela ;/person/Wojciech+Trela-1222307;1222307
 Andrzej Jędrzejewski I ;/person/Andrzej+J%C4%99drzejewski-68222;68222
 Jacek Prosiński ;/person/Jacek+Prosi%C5%84ski-47129;47129
 Leon Trystan ;/person/Leon+Trystan-64221;64221
 Krzysztof Stawowy ;/person/Krzysztof+Stawowy-377407;377407
 Marian Czerski ;/person/Marian+Czerski-152946;152946
 Dariusz Dziekanowski ;/person/Dariusz+Dziekanowski-178663;178663
 Bohdan Mazurek ;/person/Bohdan+Mazurek-42487;42487
 Justyna Godlewska ;/person/Justyna+Godlewska-142568;142568
 Ola Jordan ;/person/Ola+Jordan-2473245;2473245
 Rafał Trzaska ;/person/Rafa%C5%82+Trzaska-1603622;1603622
 Rozalia Mierzicka ;/person/Rozalia+Mierzicka-625245;625245
 Karl Vollbrecht ;/person/Karl+Vollbrecht-81643;81643
 Lucjan Dembiński ;/person/Lucjan+Dembi%C5%84ski-98334;98334
 Wojciech Łuszczykiewicz ;/person/Wojciech+%C5%81uszczykiewicz-402042;402042
 Piotr Skrzynecki ;/person/Piotr+Skrzynecki-47107;47107
 Romuald Lipko ;/person/Romuald+Lipko-50959;50959
 Rafał Sonik ;/person/Rafa%C5%82+Sonik-2335427;2335427
 Tomasz Orlikowski ;/person/Tomasz+Orlikowski-150907;150907
 Samanta Janas ;/person/Samanta+Janas-241113;241113
 Jakub Radej ;/person/Jakub+Radej-1143045;1143045
 Marcelina Zawadzka ;/person/Marcelina+Zawadzka-2227243;2227243
 Betty Q ;/person/Betty+Q-2291867;2291867
 Izabela Olszewska ;/person/Izabela+Olszewska-73619;73619
 Waldemar Gawlik ;/person/Waldemar+Gawlik-253612;253612
 Mirosław Pisarek ;/person/Miros%C5%82aw+Pisarek-598288;598288
 Włodzimierz Śliwiński ;/person/W%C5%82odzimierz+%C5%9Aliwi%C5%84ski-73850;73850
 Mateusz Jakubiec ;/person/Mateusz+Jakubiec-2321633;2321633
 Dorota Dąbrowska ;/person/Dorota+D%C4%85browska-564952;564952
 Kacper Lisowski ;/person/Kacper+Lisowski-43406;43406
 Janina Jabłonowska ;/person/Janina+Jab%C5%82onowska-48678;48678
 Katarzyna Raduszyńska ;/person/Katarzyna+Raduszy%C5%84ska-144554;144554
 Romuald Lewandowski ;/person/Romuald+Lewandowski-767502;767502
 Julia Lewenfisz-Górka ;/person/Julia+Lewenfisz+G%C3%B3rka-2327486;2327486
 Bartosz Szpak ;/person/Bartosz+Szpak-2002605;2002605
 Monika Soszka ;/person/Monika+Soszka-283825;283825
 Czesław Skwarek ;/person/Czes%C5%82aw+Skwarek-1559689;1559689
 Dariusz Kamys ;/person/Dariusz+Kamys-132249;132249
 Barbara Stankiewicz ;/person/Barbara+Stankiewicz-92710;92710
 Ryszard Wachowski ;/person/Ryszard+Wachowski-58954;58954
 Marek Skrobecki ;/person/Marek+Skrobecki-12358;12358
 Małgorzata Talarczyk ;/person/Ma%C5%82gorzata+Talarczyk-718616;718616
 Janina Grzegorczyk ;/person/Janina+Grzegorczyk-52991;52991
 Michał Sikorski I ;/person/Micha%C5%82+Sikorski-304991;304991
 Andrzej Brzozowski ;/person/Andrzej+Brzozowski-45866;45866
 Adam Małysz ;/person/Adam+Ma%C5%82ysz-578596;578596
 Andrzej Duda I ;/person/Andrzej+Duda-580274;580274
 Rafael Stachowiak ;/person/Rafael+Stachowiak-1589850;1589850
 Bartłomiej Myca ;/person/Bart%C5%82omiej+Myca-1240208;1240208
 Kazimierz Sioma ;/person/Kazimierz+Sioma-85677;85677
 Oksana Hamerska ;/person/Oksana+Hamerska-860263;860263
 Anna Zagórska I ;/person/Anna+Zag%C3%B3rska-246253;246253
 Jacek Bieleński ;/person/Jacek+Biele%C5%84ski-96930;96930
 Zbigniew Nienacki ;/person/Zbigniew+Nienacki-50887;50887
 Jan Macierewicz ;/person/Jan+Macierewicz-161672;161672
 Marta Gortych ;/person/Marta+Gortych-831763;831763
 Stanisław Szymański I ;/person/Stanis%C5%82aw+Szyma%C5%84ski-1273335;1273335
 Jerzy Wroński ;/person/Jerzy+Wro%C5%84ski-855499;855499
 Jean Epstein ;/person/Jean+Epstein-109097;109097
 Amelia Rotter-Jarnińska ;/person/Amelia+Rotter+Jarni%C5%84ska-64209;64209
 Izabella Malik ;/person/Izabella+Malik-704355;704355
 Patrycja Hurlak ;/person/Patrycja+Hurlak-267027;267027
 Alojzy Mol ;/person/Alojzy+Mol-419579;419579
 Roman Suszko ;/person/Roman+Suszko-211961;211961
 Wolfgang Völz ;/person/Wolfgang+V%C3%B6lz-122771;122771
 Ajzyk Samberg ;/person/Ajzyk+Samberg-77813;77813
 Marek Nowakowski II ;/person/Marek+Nowakowski-965215;965215
 Aleksandra Dmochowska ;/person/Aleksandra+Dmochowska-67305;67305
 Jerzy Krysiak ;/person/Jerzy+Krysiak-91625;91625
 Mariusz Max Kolonko ;/person/Mariusz+Max+Kolonko-301180;301180
